chip,nmos,pattern,fet_size,filename,Vth_Vd1V,Vth_Vd5V,Vth_Vd10V,Vth_Vd200mV,Vd_ref_V,Ion_A,Ioff_A,Ron_ohm,Roff_ohm,Ion_Ioff_ratio
50,6,4,nmos6_pattern4,nmos6 pattern4 chip50.xls,2.670889371494856,3.091857202432014,3.027432991022241,1.8661571650738158,5.0,0.001494577736593783,3.369668547748006e-06,3345.4265225409076,1483825.4650717995,443.53850101744547
50,6,5,nmos6_pattern5,nmos6 pattern5 chip50.xls,3.302251496970913,3.7795120573717322,3.662797827755751,2.758990120607124,5.0,0.0010014510480687022,1.2972192280358286e-06,4992.75527210491,3854398.61816626,771.9983071674317
50,6,6,nmos6_pattern6,nmos6 pattern6 chip50.xls,2.418970258660347,3.0121460566793132,2.8777109612952367,1.8035394922445498,5.0,0.001725434442050755,7.075540224832366e-07,2897.8209070970433,7066598.2258880595,2438.590393416404
50,6,7,nmos6_pattern7,nmos6 pattern7 chip50.xls,3.1327931382972105,3.5104689003659764,3.394931820259321,2.3851580498544096,5.0,0.0014582196017727256,2.3234413220052375e-06,3428.8388346457623,2151980.3201592234,627.611977097065
50,7,1,nmos7_pattern1,nmos7 pattern1 chip50.xls,2.9497809912113797,3.3032813832191676,3.0951243768614116,2.2436757782823396,5.0,0.0015737422509118915,2.0329052858869545e-06,3177.14034626877,2459534.1626152075,774.1345658537502
50,7,2,nmos7_pattern2,nmos7 pattern2 chip50.xls,3.1557844644824984,3.6350920407884355,3.4763863119965444,2.4576351242984353,5.0,0.0012661035871133208,7.234918939502677e-07,3949.1239507502337,6910927.46416271,1749.9900105312747
50,7,3,nmos7_pattern3,nmos7 pattern3 chip50.xls,3.0504391481004594,3.2709314058141703,3.0481096461613353,2.1054481324517895,5.0,0.0014702924527227879,3.164250301779248e-06,3400.6839868766647,1580153.124166099,464.6574425215499
50,7,4,nmos7_pattern4,nmos7 pattern4 chip50.xls,2.58696724573575,3.0864931711535495,2.988761729035594,1.8269116788770994,5.0,0.0015276711201295257,4.966768301528646e-06,3272.955765227838,1006690.8090842745,307.5784951875744
50,7,5,nmos7_pattern5,nmos7 pattern5 chip50.xls,2.9530785296243676,3.533751117786751,3.662613448453786,2.375474463547139,5.0,0.0012829909101128578,1.3034134553890908e-06,3897.1437448143547,3836081.3135133823,984.3314911382923
50,7,6,nmos7_pattern6,nmos7 pattern6 chip50.xls,2.5521988040684227,2.970883672707629,2.8488253441585374,2.0102750367282614,5.0,0.0014870211016386747,1.5637800743206753e-06,3362.4270660921193,3197380.5537662064,950.9144706838999
50,7,7,nmos7_pattern7,nmos7 pattern7 chip50.xls,3.0148085383412297,3.1419009924098393,2.849176439892645,1.8313196027625742,5.0,0.0015054350951686502,3.169702949890052e-06,3321.298949417585,1577434.8823991332,474.94516646137754
